timestamp,price
2025-01-06 17:45:00,51.1
2025-01-06 18:00:00,48.13
2025-01-06 18:15:00,45.32
2025-01-06 18:30:00,47.48
2025-01-06 18:45:00,51.93
2025-01-06 19:00:00,51.51
2025-01-06 19:15:00,53.01
2025-01-06 19:30:00,49.03
2025-01-06 19:45:00,45.71
2025-01-06 20:00:00,44.97
2025-01-06 20:15:00,42.41
2025-01-06 20:30:00,42.87
2025-01-06 20:45:00,46.19
2025-01-06 21:00:00,46.27
2025-01-06 21:15:00,46.11
2025-01-06 21:30:00,47.62
2025-01-06 21:45:00,46.87
2025-01-06 22:00:00,47.89
2025-01-06 22:15:00,47.25
2025-01-06 22:30:00,48.47
2025-01-06 22:45:00,48.37
2025-01-06 23:00:00,50.38
2025-01-06 23:15:00,49.54
2025-01-06 23:30:00,49.1
2025-01-06 23:45:00,50.61
2025-01-07 00:00:00,50.43
2025-01-07 00:15:00,52.05
2025-01-07 00:30:00,51.3
2025-01-07 00:45:00,52.06
2025-01-07 01:00:00,51.71
2025-01-07 01:15:00,55.41
2025-01-07 01:30:00,55.4
2025-01-07 01:45:00,54.96
2025-01-07 02:00:00,52.95
2025-01-07 02:15:00,52.16
2025-01-07 02:30:00,51.18
2025-01-07 02:45:00,47.33
2025-01-07 03:00:00,44.67
2025-01-07 03:15:00,44.41
2025-01-07 03:30:00,42.99
2025-01-07 03:45:00,46.42
2025-01-07 04:00:00,46.85
2025-01-07 04:15:00,46.56
2025-01-07 04:30:00,44.8
2025-01-07 04:45:00,47.13
2025-01-07 05:00:00,44.76
2025-01-07 05:15:00,48.46
2025-01-07 05:30:00,48.63
2025-01-07 05:45:00,48.02
2025-01-07 06:00:00,48.7
2025-01-07 06:15:00,51.78
2025-01-07 06:30:00,50.97
2025-01-07 06:45:00,50.8
2025-01-07 07:00:00,50.84
2025-01-07 07:15:00,54.95
2025-01-07 07:30:00,56.65
2025-01-07 07:45:00,56.49
2025-01-07 08:00:00,59.64
2025-01-07 08:15:00,60.01
2025-01-07 08:30:00,61.9
2025-01-07 08:45:00,61.33
2025-01-07 09:00:00,61.39
2025-01-07 09:15:00,59.17
2025-01-07 09:30:00,56.68
2025-01-07 09:45:00,53.89
2025-01-07 10:00:00,52.43
2025-01-07 10:15:00,51.03
2025-01-07 10:30:00,51.16
2025-01-07 10:45:00,45.1
2025-01-07 11:00:00,44.12
2025-01-07 11:15:00,41.92
2025-01-07 11:30:00,44.1
2025-01-07 11:45:00,43.11
2025-01-07 12:00:00,42.72
2025-01-07 12:15:00,46.84
2025-01-07 12:30:00,47.12
2025-01-07 12:45:00,44.53
2025-01-07 13:00:00,41.79
2025-01-07 13:15:00,44.86
2025-01-07 13:30:00,46.75
2025-01-07 13:45:00,47.72
2025-01-07 14:00:00,52.17
2025-01-07 14:15:00,51.02
2025-01-07 14:30:00,52.2
2025-01-07 14:45:00,52.01
2025-01-07 15:00:00,53.4
2025-01-07 15:15:00,51.81
2025-01-07 15:30:00,51.39
2025-01-07 15:45:00,52.16
2025-01-07 16:00:00,53.19
2025-01-07 16:15:00,53.34
2025-01-07 16:30:00,54.17
2025-01-07 16:45:00,56.87
2025-01-07 17:00:00,57.74
2025-01-07 17:15:00,53.63
2025-01-07 17:30:00,55.22
2025-01-07 17:45:00,53.24
2025-01-07 18:00:00,53.74
2025-01-07 18:15:00,50.84
2025-01-07 18:30:00,51.95
2025-01-07 18:45:00,56.07
2025-01-07 19:00:00,54.8
2025-01-07 19:15:00,53.59
2025-01-07 19:30:00,54.25
2025-01-07 19:45:00,51.9
2025-01-07 20:00:00,51.69
2025-01-07 20:15:00,51.66
2025-01-07 20:30:00,54.87
2025-01-07 20:45:00,57.88
2025-01-07 21:00:00,57.56
2025-01-07 21:15:00,58.85
2025-01-07 21:30:00,60.94
2025-01-07 21:45:00,58.81
2025-01-07 22:00:00,60.41
2025-01-07 22:15:00,58.35
2025-01-07 22:30:00,61.23
2025-01-07 22:45:00,59.99
2025-01-07 23:00:00,62.5
2025-01-07 23:15:00,62.17
2025-01-07 23:30:00,59.68
2025-01-07 23:45:00,58.07
2025-01-08 00:00:00,58.8
2025-01-08 00:15:00,59.25
2025-01-08 00:30:00,57.74
2025-01-08 00:45:00,60.24
2025-01-08 01:00:00,58.85
2025-01-08 01:15:00,58.57
2025-01-08 01:30:00,61.48
2025-01-08 01:45:00,61.3
2025-01-08 02:00:00,58.56
2025-01-08 02:15:00,58.97
2025-01-08 02:30:00,62.26
2025-01-08 02:45:00,59.43
2025-01-08 03:00:00,58.35
2025-01-08 03:15:00,59.35
2025-01-08 03:30:00,55.51
2025-01-08 03:45:00,57.01
2025-01-08 04:00:00,58.04
2025-01-08 04:15:00,53.98
2025-01-08 04:30:00,51.18
2025-01-08 04:45:00,55.32
2025-01-08 05:00:00,52.53
2025-01-08 05:15:00,52.24
2025-01-08 05:30:00,53.27
2025-01-08 05:45:00,53.17
2025-01-08 06:00:00,53.52
2025-01-08 06:15:00,53.08
2025-01-08 06:30:00,58.58
2025-01-08 06:45:00,58.53
2025-01-08 07:00:00,57.66
2025-01-08 07:15:00,58.55
2025-01-08 07:30:00,55.68
2025-01-08 07:45:00,53.67
2025-01-08 08:00:00,53.73
2025-01-08 08:15:00,55.08
2025-01-08 08:30:00,55.65
2025-01-08 08:45:00,54.96
2025-01-08 09:00:00,57.1
2025-01-08 09:15:00,55.32
2025-01-08 09:30:00,53.14
2025-01-08 09:45:00,52.37
2025-01-08 10:00:00,53.05
2025-01-08 10:15:00,51.33
2025-01-08 10:30:00,50.31
2025-01-08 10:45:00,47.96
2025-01-08 11:00:00,47.28
2025-01-08 11:15:00,50.64
2025-01-08 11:30:00,51.46
2025-01-08 11:45:00,49.74
2025-01-08 12:00:00,49.16
2025-01-08 12:15:00,51.82
2025-01-08 12:30:00,50.07
2025-01-08 12:45:00,50.34
2025-01-08 13:00:00,49.67
2025-01-08 13:15:00,50.2
2025-01-08 13:30:00,54.69
2025-01-08 13:45:00,52.43
2025-01-08 14:00:00,52.05
2025-01-08 14:15:00,48.3
2025-01-08 14:30:00,49.57
2025-01-08 14:45:00,48.05
2025-01-08 15:00:00,50.3
2025-01-08 15:15:00,49.37
2025-01-08 15:30:00,48.84
2025-01-08 15:45:00,48.43
2025-01-08 16:00:00,48.28
2025-01-08 16:15:00,49.19
2025-01-08 16:30:00,48.79
2025-01-08 16:45:00,50.84
2025-01-08 17:00:00,49.17
2025-01-08 17:15:00,53.21
2025-01-08 17:30:00,51.93
2025-01-08 17:45:00,52.54
2025-01-08 18:00:00,52.52
2025-01-08 18:15:00,53.31
2025-01-08 18:30:00,54.54
2025-01-08 18:45:00,51.53
2025-01-08 19:00:00,50.7
2025-01-08 19:15:00,50.93
2025-01-08 19:30:00,46.39
2025-01-08 19:45:00,48.8
2025-01-08 20:00:00,50.54
2025-01-08 20:15:00,48.28
2025-01-08 20:30:00,48.48
2025-01-08 20:45:00,50.29
2025-01-08 21:00:00,48.51
2025-01-08 21:15:00,47.87
2025-01-08 21:30:00,47.4
2025-01-08 21:45:00,48.8
2025-01-08 22:00:00,52.72
2025-01-08 22:15:00,54.53
2025-01-08 22:30:00,52.0
2025-01-08 22:45:00,51.45
2025-01-08 23:00:00,53.78
2025-01-08 23:15:00,55.9
2025-01-08 23:30:00,54.6
2025-01-08 23:45:00,52.52
2025-01-09 00:00:00,50.5
2025-01-09 00:15:00,47.21
2025-01-09 00:30:00,46.91
2025-01-09 00:45:00,49.6
2025-01-09 01:00:00,52.55
2025-01-09 01:15:00,54.95
2025-01-09 01:30:00,55.31
2025-01-09 01:45:00,58.21
2025-01-09 02:00:00,57.55
2025-01-09 02:15:00,56.66
2025-01-09 02:30:00,55.07
2025-01-09 02:45:00,51.32
2025-01-09 03:00:00,51.37
2025-01-09 03:15:00,49.72
2025-01-09 03:30:00,50.37
2025-01-09 03:45:00,48.91
2025-01-09 04:00:00,43.47
2025-01-09 04:15:00,43.57
2025-01-09 04:30:00,39.25
2025-01-09 04:45:00,38.68
2025-01-09 05:00:00,37.94
2025-01-09 05:15:00,37.21
2025-01-09 05:30:00,40.0
2025-01-09 05:45:00,42.23
2025-01-09 06:00:00,43.22
2025-01-09 06:15:00,46.32
2025-01-09 06:30:00,47.18
2025-01-09 06:45:00,43.49
2025-01-09 07:00:00,44.9
2025-01-09 07:15:00,42.68
2025-01-09 07:30:00,43.02
2025-01-09 07:45:00,45.63
2025-01-09 08:00:00,47.63
2025-01-09 08:15:00,49.75
2025-01-09 08:30:00,49.73
2025-01-09 08:45:00,52.79
2025-01-09 09:00:00,50.23
2025-01-09 09:15:00,47.26
2025-01-09 09:30:00,50.06
2025-01-09 09:45:00,53.37
2025-01-09 10:00:00,55.87
2025-01-09 10:15:00,55.94
2025-01-09 10:30:00,53.88
2025-01-09 10:45:00,55.31
2025-01-09 11:00:00,58.52
2025-01-09 11:15:00,62.48
2025-01-09 11:30:00,61.88
2025-01-09 11:45:00,63.03
2025-01-09 12:00:00,64.59
2025-01-09 12:15:00,62.4
2025-01-09 12:30:00,61.18
2025-01-09 12:45:00,60.85
2025-01-09 13:00:00,62.14
2025-01-09 13:15:00,61.27
2025-01-09 13:30:00,63.11
2025-01-09 13:45:00,64.33
2025-01-09 14:00:00,66.77
2025-01-09 14:15:00,65.98
2025-01-09 14:30:00,64.1
2025-01-09 14:45:00,66.38
2025-01-09 15:00:00,69.32
2025-01-09 15:15:00,72.21
2025-01-09 15:30:00,73.34
2025-01-09 15:45:00,73.2
2025-01-09 16:00:00,73.04
2025-01-09 16:15:00,71.86
2025-01-09 16:30:00,71.8
2025-01-09 16:45:00,73.43
2025-01-09 17:00:00,72.94
2025-01-09 17:15:00,75.76
2025-01-09 17:30:00,77.85
2025-01-09 17:45:00,73.85
2025-01-09 18:00:00,75.42
2025-01-09 18:15:00,73.36
2025-01-09 18:30:00,73.75
2025-01-09 18:45:00,73.72
2025-01-09 19:00:00,69.3
2025-01-09 19:15:00,72.27
2025-01-09 19:30:00,68.76
2025-01-09 19:45:00,70.04
2025-01-09 20:00:00,70.09
2025-01-09 20:15:00,70.81
2025-01-09 20:30:00,70.02
2025-01-09 20:45:00,67.83
2025-01-09 21:00:00,69.67
2025-01-09 21:15:00,73.7
2025-01-09 21:30:00,76.94
2025-01-09 21:45:00,74.05
2025-01-09 22:00:00,73.16
2025-01-09 22:15:00,73.72
2025-01-09 22:30:00,70.99
2025-01-09 22:45:00,70.32
2025-01-09 23:00:00,69.74
2025-01-09 23:15:00,69.38
2025-01-09 23:30:00,70.21
2025-01-09 23:45:00,69.93
2025-01-10 00:00:00,70.57
2025-01-10 00:15:00,72.12
2025-01-10 00:30:00,73.31
2025-01-10 00:45:00,72.85
2025-01-10 01:00:00,74.4
2025-01-10 01:15:00,77.26
2025-01-10 01:30:00,79.31
2025-01-10 01:45:00,78.41
2025-01-10 02:00:00,79.47
2025-01-10 02:15:00,80.09
2025-01-10 02:30:00,83.95
2025-01-10 02:45:00,83.06
2025-01-10 03:00:00,82.59
2025-01-10 03:15:00,83.16
2025-01-10 03:30:00,84.19
2025-01-10 03:45:00,83.28
2025-01-10 04:00:00,83.37
2025-01-10 04:15:00,82.92
2025-01-10 04:30:00,83.37
2025-01-10 04:45:00,81.48
2025-01-10 05:00:00,82.33
2025-01-10 05:15:00,83.71
2025-01-10 05:30:00,85.58
2025-01-10 05:45:00,86.35
2025-01-10 06:00:00,89.03
2025-01-10 06:15:00,91.32
2025-01-10 06:30:00,92.02
2025-01-10 06:45:00,92.83
2025-01-10 07:00:00,93.21
2025-01-10 07:15:00,92.11
2025-01-10 07:30:00,90.58
2025-01-10 07:45:00,88.46
2025-01-10 08:00:00,86.52
2025-01-10 08:15:00,88.07
2025-01-10 08:30:00,86.65
2025-01-10 08:45:00,85.83
2025-01-10 09:00:00,86.11
2025-01-10 09:15:00,89.7
2025-01-10 09:30:00,90.47
2025-01-10 09:45:00,88.4
2025-01-10 10:00:00,89.06
2025-01-10 10:15:00,87.29
2025-01-10 10:30:00,90.96
2025-01-10 10:45:00,89.5
2025-01-10 11:00:00,86.12
2025-01-10 11:15:00,83.74
2025-01-10 11:30:00,86.03
2025-01-10 11:45:00,87.36
2025-01-10 12:00:00,86.07
2025-01-10 12:15:00,85.62
2025-01-10 12:30:00,83.36
2025-01-10 12:45:00,84.17
2025-01-10 13:00:00,83.99
2025-01-10 13:15:00,83.81
2025-01-10 13:30:00,83.06
2025-01-10 13:45:00,82.81
2025-01-10 14:00:00,82.2
2025-01-10 14:15:00,83.93
2025-01-10 14:30:00,84.82
2025-01-10 14:45:00,85.7
2025-01-10 15:00:00,85.33
2025-01-10 15:15:00,85.4
2025-01-10 15:30:00,88.22
2025-01-10 15:45:00,88.45
2025-01-10 16:00:00,87.55
2025-01-10 16:15:00,91.26
2025-01-10 16:30:00,90.66
2025-01-10 16:45:00,94.01
2025-01-10 17:00:00,92.34
2025-01-10 17:15:00,92.64
2025-01-10 17:30:00,93.87
2025-01-10 17:45:00,90.25
2025-01-10 18:00:00,87.4
2025-01-10 18:15:00,88.69
2025-01-10 18:30:00,89.68
2025-01-10 18:45:00,90.95
2025-01-10 19:00:00,90.91
2025-01-10 19:15:00,87.81
2025-01-10 19:30:00,87.76
2025-01-10 19:45:00,86.96
2025-01-10 20:00:00,85.88
2025-01-10 20:15:00,84.13
2025-01-10 20:30:00,83.46
2025-01-10 20:45:00,82.21
2025-01-10 21:00:00,78.64
2025-01-10 21:15:00,76.39
2025-01-10 21:30:00,73.36
2025-01-10 21:45:00,76.54
2025-01-10 22:00:00,76.61
2025-01-10 22:15:00,72.73
2025-01-10 22:30:00,76.41
2025-01-10 22:45:00,72.97
2025-01-10 23:00:00,75.46
2025-01-10 23:15:00,75.71
2025-01-10 23:30:00,76.38
2025-01-10 23:45:00,76.77
2025-01-11 00:00:00,72.71
2025-01-11 00:15:00,72.05
2025-01-11 00:30:00,72.03
2025-01-11 00:45:00,74.2
2025-01-11 01:00:00,73.35
2025-01-11 01:15:00,75.34
2025-01-11 01:30:00,77.42
2025-01-11 01:45:00,75.76
2025-01-11 02:00:00,77.54
2025-01-11 02:15:00,76.37
2025-01-11 02:30:00,79.08
2025-01-11 02:45:00,80.6
2025-01-11 03:00:00,83.74
2025-01-11 03:15:00,83.72
2025-01-11 03:30:00,81.94
2025-01-11 03:45:00,81.42
2025-01-11 04:00:00,78.51
2025-01-11 04:15:00,76.77
2025-01-11 04:30:00,77.63
2025-01-11 04:45:00,75.83
2025-01-11 05:00:00,75.21
2025-01-11 05:15:00,76.27
2025-01-11 05:30:00,80.02
2025-01-11 05:45:00,80.34
2025-01-11 06:00:00,76.58
2025-01-11 06:15:00,76.51
2025-01-11 06:30:00,76.35
2025-01-11 06:45:00,74.64
2025-01-11 07:00:00,73.55
2025-01-11 07:15:00,75.82
2025-01-11 07:30:00,74.22
2025-01-11 07:45:00,72.3
2025-01-11 08:00:00,72.13
2025-01-11 08:15:00,71.11
2025-01-11 08:30:00,68.56
2025-01-11 08:45:00,66.41
2025-01-11 09:00:00,67.23
2025-01-11 09:15:00,64.4
2025-01-11 09:30:00,64.64
2025-01-11 09:45:00,66.23
2025-01-11 10:00:00,64.92
2025-01-11 10:15:00,62.01
2025-01-11 10:30:00,63.82
2025-01-11 10:45:00,62.89
2025-01-11 11:00:00,61.08
2025-01-11 11:15:00,59.32
2025-01-11 11:30:00,53.28
2025-01-11 11:45:00,51.01
2025-01-11 12:00:00,52.71
2025-01-11 12:15:00,52.4
2025-01-11 12:30:00,48.46
2025-01-11 12:45:00,52.56
2025-01-11 13:00:00,52.12
2025-01-11 13:15:00,52.79
2025-01-11 13:30:00,53.27
2025-01-11 13:45:00,50.27
2025-01-11 14:00:00,51.72
2025-01-11 14:15:00,51.68
2025-01-11 14:30:00,50.82
2025-01-11 14:45:00,49.09
2025-01-11 15:00:00,48.46
2025-01-11 15:15:00,46.37
2025-01-11 15:30:00,44.03
2025-01-11 15:45:00,44.21
2025-01-11 16:00:00,44.57
2025-01-11 16:15:00,45.74
2025-01-11 16:30:00,44.89
2025-01-11 16:45:00,42.68
2025-01-11 17:00:00,45.63
2025-01-11 17:15:00,45.44
2025-01-11 17:30:00,45.6
2025-01-11 17:45:00,47.42
2025-01-11 18:00:00,46.63
2025-01-11 18:15:00,51.28
2025-01-11 18:30:00,51.13
2025-01-11 18:45:00,48.69
2025-01-11 19:00:00,48.35
2025-01-11 19:15:00,48.68
2025-01-11 19:30:00,48.78
2025-01-11 19:45:00,49.12
2025-01-11 20:00:00,51.68
2025-01-11 20:15:00,50.09
2025-01-11 20:30:00,49.45
2025-01-11 20:45:00,50.15
2025-01-11 21:00:00,47.73
2025-01-11 21:15:00,48.28
2025-01-11 21:30:00,46.45
2025-01-11 21:45:00,50.89
2025-01-11 22:00:00,50.31
2025-01-11 22:15:00,52.54
2025-01-11 22:30:00,51.08
2025-01-11 22:45:00,49.6
2025-01-11 23:00:00,46.07
2025-01-11 23:15:00,45.49
2025-01-11 23:30:00,46.52
2025-01-11 23:45:00,42.15
2025-01-12 00:00:00,41.93
2025-01-12 00:15:00,43.33
2025-01-12 00:30:00,48.15
2025-01-12 00:45:00,49.63
2025-01-12 01:00:00,54.48
2025-01-12 01:15:00,52.43
2025-01-12 01:30:00,49.31
2025-01-12 01:45:00,47.62
2025-01-12 02:00:00,52.77
2025-01-12 02:15:00,52.28
2025-01-12 02:30:00,51.81
2025-01-12 02:45:00,53.1
2025-01-12 03:00:00,54.11
2025-01-12 03:15:00,52.68
2025-01-12 03:30:00,51.92
2025-01-12 03:45:00,51.59
2025-01-12 04:00:00,50.13
2025-01-12 04:15:00,47.76
2025-01-12 04:30:00,45.64
2025-01-12 04:45:00,47.81
2025-01-12 05:00:00,45.5
2025-01-12 05:15:00,44.38
2025-01-12 05:30:00,43.86
2025-01-12 05:45:00,42.01
2025-01-12 06:00:00,43.44
2025-01-12 06:15:00,44.85
2025-01-12 06:30:00,45.91
2025-01-12 06:45:00,48.29
2025-01-12 07:00:00,47.17
2025-01-12 07:15:00,44.19
2025-01-12 07:30:00,46.51
2025-01-12 07:45:00,49.17
2025-01-12 08:00:00,47.33
2025-01-12 08:15:00,47.02
2025-01-12 08:30:00,45.68
2025-01-12 08:45:00,45.44
2025-01-12 09:00:00,44.13
2025-01-12 09:15:00,43.7
2025-01-12 09:30:00,45.19
2025-01-12 09:45:00,47.51
2025-01-12 10:00:00,47.22
2025-01-12 10:15:00,47.4
2025-01-12 10:30:00,47.01
2025-01-12 10:45:00,45.06
2025-01-12 11:00:00,45.13
2025-01-12 11:15:00,45.12
2025-01-12 11:30:00,42.56
2025-01-12 11:45:00,38.74
2025-01-12 12:00:00,37.83
2025-01-12 12:15:00,40.89
2025-01-12 12:30:00,36.55
2025-01-12 12:45:00,33.89
2025-01-12 13:00:00,32.26
2025-01-12 13:15:00,37.17
2025-01-12 13:30:00,36.17
2025-01-12 13:45:00,38.67
2025-01-12 14:00:00,42.59
2025-01-12 14:15:00,43.64
2025-01-12 14:30:00,42.75
2025-01-12 14:45:00,39.12
2025-01-12 15:00:00,40.07
2025-01-12 15:15:00,40.05
2025-01-12 15:30:00,39.8
2025-01-12 15:45:00,40.66
2025-01-12 16:00:00,40.57
2025-01-12 16:15:00,39.21
2025-01-12 16:30:00,35.85
2025-01-12 16:45:00,38.1
2025-01-12 17:00:00,40.5
2025-01-12 17:15:00,43.02
2025-01-12 17:30:00,42.19
2025-01-12 17:45:00,41.26
2025-01-12 18:00:00,47.72
2025-01-12 18:15:00,46.15
2025-01-12 18:30:00,46.01
2025-01-12 18:45:00,43.78
2025-01-12 19:00:00,46.43
2025-01-12 19:15:00,50.38
2025-01-12 19:30:00,48.91
2025-01-12 19:45:00,51.96
2025-01-12 20:00:00,53.02
2025-01-12 20:15:00,57.47
2025-01-12 20:30:00,56.83
2025-01-12 20:45:00,56.76
2025-01-12 21:00:00,56.22
2025-01-12 21:15:00,55.62
2025-01-12 21:30:00,55.09
2025-01-12 21:45:00,55.31
2025-01-12 22:00:00,58.2
2025-01-12 22:15:00,56.03
2025-01-12 22:30:00,54.74
2025-01-12 22:45:00,55.62
2025-01-12 23:00:00,54.13
2025-01-12 23:15:00,53.5
2025-01-12 23:30:00,50.78
2025-01-12 23:45:00,55.69
2025-01-13 00:00:00,60.36
2025-01-13 00:15:00,61.17
2025-01-13 00:30:00,59.36
2025-01-13 00:45:00,57.94
2025-01-13 01:00:00,56.24
2025-01-13 01:15:00,54.28
2025-01-13 01:30:00,51.65
2025-01-13 01:45:00,52.91
2025-01-13 02:00:00,52.86
2025-01-13 02:15:00,55.4
2025-01-13 02:30:00,56.67
2025-01-13 02:45:00,54.99
2025-01-13 03:00:00,55.15
2025-01-13 03:15:00,57.95
2025-01-13 03:30:00,57.19
2025-01-13 03:45:00,57.91
2025-01-13 04:00:00,55.0
2025-01-13 04:15:00,56.5
2025-01-13 04:30:00,52.01
2025-01-13 04:45:00,50.53
2025-01-13 05:00:00,48.77
2025-01-13 05:15:00,49.1
2025-01-13 05:30:00,51.09
2025-01-13 05:45:00,49.77
2025-01-13 06:00:00,52.93
2025-01-13 06:15:00,52.03
2025-01-13 06:30:00,48.03
2025-01-13 06:45:00,48.0
2025-01-13 07:00:00,47.01
2025-01-13 07:15:00,47.91
2025-01-13 07:30:00,48.19
2025-01-13 07:45:00,45.03
2025-01-13 08:00:00,44.68
2025-01-13 08:15:00,47.86
2025-01-13 08:30:00,45.44
2025-01-13 08:45:00,47.58
2025-01-13 09:00:00,43.52
2025-01-13 09:15:00,44.22
2025-01-13 09:30:00,46.92
2025-01-13 09:45:00,42.76
2025-01-13 10:00:00,45.09
2025-01-13 10:15:00,44.6
2025-01-13 10:30:00,45.13
2025-01-13 10:45:00,47.35
2025-01-13 11:00:00,43.92
2025-01-13 11:15:00,46.26
2025-01-13 11:30:00,45.29
2025-01-13 11:45:00,45.11
2025-01-13 12:00:00,41.83
2025-01-13 12:15:00,43.66
2025-01-13 12:30:00,38.87
2025-01-13 12:45:00,33.63
2025-01-13 13:00:00,32.36
2025-01-13 13:15:00,32.67
2025-01-13 13:30:00,32.91
2025-01-13 13:45:00,33.71
2025-01-13 14:00:00,35.06
2025-01-13 14:15:00,37.62
2025-01-13 14:30:00,39.65
2025-01-13 14:45:00,39.33
2025-01-13 15:00:00,37.3
2025-01-13 15:15:00,37.78
2025-01-13 15:30:00,39.16
2025-01-13 15:45:00,38.03
2025-01-13 16:00:00,38.17
2025-01-13 16:15:00,38.43
2025-01-13 16:30:00,35.74
2025-01-13 16:45:00,38.14
2025-01-13 17:00:00,41.53
2025-01-13 17:15:00,45.08
2025-01-13 17:30:00,45.88
2025-01-13 17:45:00,46.57
2025-01-13 18:00:00,45.91
2025-01-13 18:15:00,49.57
2025-01-13 18:30:00,47.25
2025-01-13 18:45:00,47.51
2025-01-13 19:00:00,48.23
2025-01-13 19:15:00,51.32
2025-01-13 19:30:00,48.72
2025-01-13 19:45:00,48.84
2025-01-13 20:00:00,47.07
2025-01-13 20:15:00,47.97
2025-01-13 20:30:00,50.9
2025-01-13 20:45:00,50.09
2025-01-13 21:00:00,52.14
2025-01-13 21:15:00,52.59
2025-01-13 21:30:00,52.03
2025-01-13 21:45:00,51.21
2025-01-13 22:00:00,51.57
2025-01-13 22:15:00,51.37
2025-01-13 22:30:00,51.57
2025-01-13 22:45:00,50.6
2025-01-13 23:00:00,47.93
2025-01-13 23:15:00,47.48
2025-01-13 23:30:00,47.03
2025-01-13 23:45:00,45.68
2025-01-14 00:00:00,41.58
2025-01-14 00:15:00,39.39
2025-01-14 00:30:00,40.14
2025-01-14 00:45:00,40.5
2025-01-14 01:00:00,40.71
2025-01-14 01:15:00,41.3
2025-01-14 01:30:00,43.33
2025-01-14 01:45:00,45.76
2025-01-14 02:00:00,46.97
2025-01-14 02:15:00,49.32
2025-01-14 02:30:00,47.58
2025-01-14 02:45:00,45.26
2025-01-14 03:00:00,45.39
2025-01-14 03:15:00,45.34
2025-01-14 03:30:00,44.44
2025-01-14 03:45:00,46.72
2025-01-14 04:00:00,45.82
2025-01-14 04:15:00,45.89
2025-01-14 04:30:00,45.32
2025-01-14 04:45:00,47.02
2025-01-14 05:00:00,49.06
2025-01-14 05:15:00,51.02
2025-01-14 05:30:00,52.2
2025-01-14 05:45:00,51.86
2025-01-14 06:00:00,55.17
2025-01-14 06:15:00,61.21
2025-01-14 06:30:00,63.86
2025-01-14 06:45:00,62.92
2025-01-14 07:00:00,63.52
2025-01-14 07:15:00,66.16
2025-01-14 07:30:00,63.07
2025-01-14 07:45:00,64.03
2025-01-14 08:00:00,62.76
2025-01-14 08:15:00,63.74
2025-01-14 08:30:00,65.93
2025-01-14 08:45:00,65.83
2025-01-14 09:00:00,64.62
2025-01-14 09:15:00,62.09
2025-01-14 09:30:00,64.97
2025-01-14 09:45:00,63.77
2025-01-14 10:00:00,65.49
2025-01-14 10:15:00,66.64
2025-01-14 10:30:00,66.56
2025-01-14 10:45:00,64.83
2025-01-14 11:00:00,65.0
2025-01-14 11:15:00,65.76
2025-01-14 11:30:00,65.95
2025-01-14 11:45:00,65.53
2025-01-14 12:00:00,65.01
2025-01-14 12:15:00,65.41
2025-01-14 12:30:00,66.71
2025-01-14 12:45:00,67.19
2025-01-14 13:00:00,63.75
2025-01-14 13:15:00,63.44
